birth_date,medRT_TRN1,medRT_TRN2,medRT_TRN3,medRT_RND4,medRT_REC5,offline_all
2005.07.06,0.502,0.3467,0.2592,0.78095,0.2937,0.708333333
2005.05.17,0.4534,0.364,0.4547,0.4863,0.283,0.583333333
2006.09.07,0.5954,0.4342,1.03805,0.5559,0.59175,0.645833333
1990.08.12,0.4949,0.5274,0.5185,0.5976,0.5006,0.604166667
2002.01.16,0.384,0.3785,0.372,0.441,0.425,0.604166667
2006.09.19,0.60505,0.5941,0.60845,0.78595,0.6182,0.416666667
2006.04.20,0.4078,0.30995,0.2682,0.52295,0.2589,0.604166667
2007.03.26,0.4829,0.4775,0.45225,0.487,0.477,0.520833333
1980.04.12,0.5353,0.44675,0.4944,0.5887,0.4192,0.583333333
1934.01.10,0.1662,0.2937,0.26995,0.19105,0.1954,0.395833333
1933.08.25,0.6077,0.5861,0.64,0.8377,0.71,0.395833333
1939.09.20,0.6204,0.4794,0.7342,0.5702,0.6138,0.604166667
1941.10.06,0.66985,0.4857,0.3911,0.56845,0.5202,0.416666667
1947.01.22,0.22475,0.2647,0.3178,0.231,0.2412,0.458333333
1933.05.11,0.6347,0.6105,0.6712,0.73695,0.5424,0.458333333
1930.02.16,0.20145,0.1943,0.1483,0.2144,0.2615,0.458333333
1998.12.03,0.4619,0.4914,0.4343,0.51,0.47175,0.479166667
2001.08.02,0.4431,0.356,0.3753,0.52995,0.26325,0.604166667
2001.06.29,0.4316,0.3865,0.3706,0.5346,0.3772,0.4375
1993.10.11,0.4188,0.2505,0.23185,0.6442,0.3078,0.854166667
2002.07.20,0.5921,0.5934,,0.6028,0.4878,0.666666667
2000.06.21,0.337,0.37315,0.3088,0.4217,0.3403,0.541666667
2001.09.13,0.4799,0.5598,0.5251,0.5955,0.6322,0.625
1991.10.05,0.50995,0.337,0.377,0.6407,0.4276,0.708333333
1991.07.04,0.4113,0.4043,0.3558,0.5945,0.3477,0.583333333
1940.02.10,0.78715,0.66445,0.6352,0.6651,0.7622,0.541666667
1930.06.11,0.2137,0.1825,0.6396,0.7719,0.73765,0.520833333
1996.03.15,0.478,0.4688,0.4221,0.6574,0.45535,0.541666667
1994.07.29,0.43215,0.4202,0.3705,0.5288,0.4757,0.625
1992.10.19,0.354,0.338,0.3382,0.3876,0.33685,0.520833333
1994.09.15,0.592,0.4398,0.5748,0.8075,0.5496,0.625
1998.07.10,0.42225,0.4155,0.3756,0.4118,0.3901,0.604166667
1993.08.24,0.4505,0.42475,0.32935,0.65525,0.3676,0.729166667
1970.02.12,0.3547,0.34155,0.2938,0.4212,0.3747,0.604166667
1197.11.27,0.4765,0.5092,0.4851,0.5133,0.5591,0.354166667
1994.03.10,0.45515,0.4671,0.47035,0.543,0.58875,0.520833333
2000.01.04,0.7231,0.705,0.8515,0.8822,0.7111,0.5625
2000.11.19,0.4372,0.3592,0.3583,0.1617,0.2912,0.8125
1999.06.17,0.4682,0.3529,0.2964,0.6862,0.35705,0.708333333
1986.09.29,0.6077,0.4743,0.4194,0.4669,0.42205,0.583333333
1998.06.16,0.4633,0.3943,0.4765,0.5343,0.4645,0.604166667
1995.07.25,0.6903,0.6945,0.72675,0.80395,1.03505,0.354166667
1969.06.02,0.529,0.514,0.543,0.723,0.448,0.625
1971.01.27,0.5889,0.3267,0.3907,0.5598,0.292,0.583333333
1982.06.06,0.3826,0.3947,0.4232,0.4426,0.4115,0.520833333
1967.09.08,0.3088125,0.34843,0.33107,0.5960925,0.47859,0.395833333
1976.04.06,0.474105,0.348325,0.1671175,0.634675,0.44075,0.6875
1946.02.23,0.5455,0.588,0.457,0.643,0.564,0.479166667
1966.07.21,0.487,0.457,0.488,0.54,0.475,0.75
1997.04.02,0.16308,0.130025,0.1309075,0.46085,0.137095,0.8125
1980.08.05,0.448975,0.429975,0.44021,0.620355,0.44875,0.479166667
1969.07.14,0.62,0.503,0.583,0.676,0.6955,0.604166667
1949.10.28,,0.53623,0.55372,0.62389,0.550565,0.604166667
1994.11.18,0.389855,0.290815,0.2647175,0.44161,0.2435625,0.729166667
1998.10.10,0.628,0.583,0.641,0.85,0.782,0.604166667
1993.06.10,0.59152,0.5467275,0.495925,0.56434,0.58205,0.5625
1976.04.16,0.40822,0.48048,0.43279,0.512395,0.4264025,0.520833333
1994.09.28,0.5193475,0.35723,0.3791675,0.61163,0.4604975,0.645833333
1998.06.29,0.321815,0.064585,0.056035,0.5021525,0.17711,0.625
1978.10.02,0.5721,0.500535,0.39897,0.6130525,0.37484,0.666666667
1971.08.18,0.5709875,0.504055,0.5085125,0.683855,0.78168,0.625
1989.10.27,0.437,0.43,0.4335,0.4635,0.397,0.604166667
1994.07.08,0.351955,0.306635,0.2477325,0.424045,0.3417825,0.9375
2004.09.09,0.8155,0.7966,0.7514,0.8865,0.7422,0.8125
2002.07.13,0.6885,0.4765,0.64,0.825,0.589,0.645833333
2000.11.02,-0.0799,0.0216,-0.1378,0.39655,0.2977,0.729166667
2005.05.30,0.7435,0.73295,0.8518,0.9166,0.85845,0.541666667
1996.01.18,0.728,0.367,0.3745,0.565,0.4585,0.604166667
1998.09.30,0.517735,0.38338,0.44493,0.62662,0.386755,0.520833333
1996.04.15,0.3432475,0.3305525,0.2397575,0.489325,0.258405,0.666666667
2000.05.16,0.43658,0.4080175,0.37502,0.5579,0.400835,0.8125
1996.02.19,0.70517,0.4641,0.76554,0.652035,0.5000325,0.375
1998.03.24,0.744305,0.341455,0.38575,0.424205,0.371475,0.583333333
1999.08.10,0.4122375,0.392615,0.204615,0.519445,0.38279,0.5
2000.06.20,0.4177375,0.2582825,0.2025725,0.53051,0.2385075,0.6875
2000.10.07,0.420985,0.371035,0.315125,0.542925,0.3219975,0.6875
1995.06.02,0.557245,0.486605,0.4961825,0.6701575,0.49363,0.520833333
2000.05.22,0.408945,0.25159,0.1877525,0.561035,0.25215,0.625
1999.10.22,0.48653,0.374235,0.38663,0.7233,0.280775,0.729166667
2000.12.11,-0.009,0.399,0.44,0.105,-0.189,0.520833333
1998.10.02,0.4025,0.3743,,,0.3607,0.645833333
2000.05.31,0.4470625,0.3995825,0.5520475,0.65119,0.41735,0.520833333
1999.06.24,0.4492,0.4162125,0.3985325,0.2198,0.389785,0.5625
2000.06.04,0.49902,0.45292,0.453765,0.51276,0.449535,0.5
2000.10.18,0.4170325,0.3980275,0.47115,0.529945,0.46172,0.645833333
1998.09.29,0.458,0.3555,0.409,0.534,0.4345,0.520833333
1983.10.02,0.546605,0.43992,0.36901,0.6962875,0.358535,0.479166667
1999.10.29,0.442865,0.422195,0.3662575,0.524695,0.356965,0.645833333
1986.08.28,0.48066,0.34939,0.5136475,0.65135,0.4274625,0.604166667
1987.06.17,0.493265,0.3758,0.267115,0.591415,0.346635,0.520833333
1996.01.27,0.475355,0.28924,0.284995,0.534085,0.3429425,0.770833333
1998.05.19,0.36961,0.343855,0.3188125,0.450335,0.3501075,0.541666667
1999.11.08,0.325,0.1415,0.0985,0.553,0.141,0.4375
1999.09.16,0.4245275,0.44603,0.3506525,0.5170225,,0.645833333
1997.06.03,0.3791125,0.20174,0.1540525,0.61763,0.15843,0.895833333
1999.12.15,0.4397,0.44634,0.40888,0.49346,0.46903,0.5
1999.07.01,0.382365,0.429135,0.41043,0.466815,0.4088875,0.479166667
1990.04.03,0.4937225,0.4959175,0.3755575,0.6474525,0.418095,0.541666667
1998.01.21,0.423825,0.34758,0.30592,0.504375,0.32671,0.75
1993.11.11,0.4155,0.209,0.173,0.595,0.1175,0.75
1997.06.08,0.5624,0.40505,0.3765,0.59845,0.41065,0.6875
1997.03.27,0.44551,0.312965,0.2991,0.44462,0.32778,0.479166667
1998.04.15,0.45938,0.39935,0.330435,0.478815,0.3466325,0.375
1971.04.15,0.38986,0.327105,0.3378425,0.4242,0.32814,0.604166667
2000.06.28,0.423,0.405,0.3775,0.429,0.416,0.458333333
1975.02.07,0.5738425,0.4853875,0.61348,0.64379,0.5820975,0.458333333
1999.10.27,0.353065,0.102975,0.2117275,0.466415,0.298455,0.604166667
1999.01.05,0.40656,0.367875,0.2696325,0.518875,0.353095,0.770833333
1998.08.09,0.37034,0.2597225,0.131915,0.503735,0.159795,0.5625
2000.04.26,0.565865,0.39378,0.4110625,0.5552,0.41685,0.729166667
1982.09.29,0.584535,0.551835,0.487745,0.649935,0.58135,0.5
2000.04.11,0.4126125,0.451555,0.4565025,0.510285,0.4599775,0.604166667
1989.09.26,0.3470375,0.319675,0.33766,0.555465,0.347985,0.875
2000.02.17,0.427205,0.434155,0.423885,0.525715,0.45821,0.583333333
1995.09.20,0.3965,0.19,0.2885,0.612,0.376,0.708333333
1981.08.10,0.44294,0.43844,0.373495,0.6166175,0.43652,0.458333333
1998.04.07,0.366415,0.099475,0.133855,0.60228,0.374645,0.791666667
1994.01.24,0.43055,0.3221125,0.15833,0.47049,0.187255,0.8125
1999.01.22,0.5379475,0.5064075,0.381585,0.6071,0.395525,0.5
1999.09.11,0.400065,0.47068,0.41991,0.62765,0.50165,0.708333333
2001.02.13,0.516,0.3309,0.24135,0.6622,0.4257,0.645833333
1992.02.28,0.316795,0.19765,0.13909,0.452825,0.11016,0.770833333
1990.12.28,0.466255,0.33225,0.102,0.48347,0.4269775,0.520833333
1995.07.15,0.55977,0.4724675,0.31878,0.53597,0.304765,0.4375
2000.03.12,0.35691,0.3337125,0.3184,0.45563,0.303025,0.541666667
1995.06.17,0.373955,0.38214,0.37688,0.365355,0.36839,0.645833333
1966.10.10,0.4333,0.444185,0.38075,0.58988,0.5454625,0.604166667
1999.11.05,0.468,0.3405,0.176,0.618,0.2345,0.604166667
1999.08.04,0.4069,0.35583,0.25076,0.79583,0.3844825,0.6875
1988.10.01,0.42298,0.39824,0.36178,0.56012,0.6996525,0.541666667
1990.02.02,0.23764,,0.17734,0.328125,0.147515,0.5
1996.07.02,0.39087,0.1116175,0.1028675,0.471575,0.12353,0.833333333
2000.12.13,0.388,0.1335,0.108,0.526,0.157,0.770833333
1984.04.12,0.3575,0.03,0.17,0.153,0.4595,0.4375
1997.06.28,0.4676025,0.31944,0.3016675,0.5612175,0.30727,0.666666667
1982.01.19,0.56626,0.57205,0.43978,0.7013825,0.506725,0.5625
1987.10.01,0.328295,0.3604475,0.3342275,0.461035,0.490405,0.458333333
2000.05.21,0.42685,0.3184975,0.19175,0.5251,0.2554925,0.604166667
1999.10.03,0.4452275,0.35578,0.4074025,0.498745,0.4523925,0.541666667
2000.05.28,0.44693,0.3288025,0.3678525,0.405405,0.36117,0.541666667
1995.09.24,0.370185,0.346635,0.34587,0.3846425,0.34583,0.5625
1983.04.17,0.7729925,0.72337,0.8013325,0.82236,0.8270775,0.5
2000.09.24,0.4632,0.53591,0.489145,0.6552875,0.5106,0.5625
1986.07.31,0.5346225,0.4280175,0.4139725,0.61147,0.379175,0.5
2001.05.22,0.40989,0.354265,0.4507125,0.64634,0.44494,0.5
1976.01.13,0.48806,0.65003,0.633795,0.7007675,0.72479,0.729166667
1998.01.28,0.38285,0.302385,0.312845,0.616535,0.3446675,0.625
1941.11.11,0.596,0.817,0.398,0.9515,0.491,0.6875
1989.12.26,0.58513,0.65019,0.942545,0.703775,0.603185,0.541666667
1993.03.05,0.492705,0.426325,0.3021775,0.58546,0.295885,0.625
1992.11.02,0.435845,0.4592,0.443505,0.5275175,0.449125,0.666666667
1993.09.12,0.444565,0.324925,0.2273325,0.634735,0.25212,0.770833333
1993.12.09,0.483185,0.67189,0.6568,0.71996,0.73186,0.604166667
1995.03.20,0.3863575,0.393335,0.42712,0.45303,0.47489,0.708333333
1963.04.26,0.5142775,0.42638,0.3857575,0.4596175,0.58795,0.416666667
1996.04.06,0.454,0.4325,0.375,0.513,0.423,0.583333333
1998.05.29,0.432945,0.5370975,0.4395425,0.52066,0.488355,0.520833333
1952.01.18,0.524815,0.5695975,0.5656675,0.630225,0.6034,0.541666667
1982.12.24,0.48443,0.406195,0.3645,0.577625,0.3707975,0.791666667
2003.07.02,0.411265,0.2585975,0.26369,0.530069999,0.159015,0.520833333
2002.05.14,0.47102,0.41725,0.44117,0.5195975,0.4684275,0.604166667
1997.10.17,0.46265,0.3391975,0.362265,0.5207775,0.35082,0.479166667
1969.04.25,0.57747,0.54577,0.50913,0.546685,0.53784,0.5
1987.10.22,0.517355,0.463845,0.432535,0.59902,0.4934475,0.6875
1995.04.21,0.5662525,0.527815,0.477925,0.674265,0.55932,0.458333333
1984.04.24,0.34859,0.351215,0.3502375,0.4363575,0.3652425,0.625
1967.08.29,0.3655,0.362,0.304,0.527,0.379,0.541666667
2004.06.25,0.431,0.2845,0.297,0.493,0.287,0.520833333
1964.12.16,0.386015,0.38995,0.394415,0.49175,0.418095,0.604166667
1970.10.22,0.4612325,0.37884,0.0957175,0.565535,0.36123,0.708333333
1999.06.28,0.419,0.3975,0.363,0.4315,0.348,0.458333333
1999.05.07,0.602,0.5325,0.5715,0.658,0.55,0.5
1954.06.22,0.425,0.405,0.423,0.43,0.407,0.583333333
1992.08.02,0.65233,0.659245,0.5310125,0.8613325,0.52785,0.666666667
1989.04.27,0.520915,0.40373,0.421855,0.525225,0.4158625,0.6875
1993.11.22,0.4638375,0.3984175,0.29948,0.56874,0.354375,0.583333333
1974.10.26,0.5239325,0.4685575,0.4847725,0.771065,0.56828,0.604166667
1992.05.27,0.466,0.3965,0.41,0.591,0.356,0.479166667
1990.03.28,0.300325,0.19135,0.15749,0.66777,0.147755,0.666666667
1997.06.20,0.37756,0.3653475,0.3971725,0.4085675,0.415425,0.583333333
1966.03.14,0.45,0.4295,0.415,0.447,0.4505,0.625
1971.12.13,0.439,0.401,0.3385,0.6125,0.3265,0.604166667
1983.02.27,0.383,0.3825,0.384,0.425,0.384,0.708333333
1977.04.22,0.59219,0.51599,0.47556,0.622305,0.4671025,0.520833333
1961.09.02,0.397185,0.397535,0.368435,0.545515,0.385955,0.4375
1991.10.27,0.638,0.451,0.412,0.582,0.547,0.791666667
1993.09.03,0.62129,0.30287,0.69041,0.6963825,0.72269,0.479166667
1967.02.21,0.4079975,0.41383,0.664235,0.49784,0.4432,0.625
1970.07.06,0.49507,0.39762,0.4014975,0.5544125,0.42548,0.416666667
1974.08.26,0.4229,0.40181,0.36481,0.50216,0.3651425,0.666666667
1981.04.07,0.2967925,0.309915,0.31198,0.33014,0.34357,0.708333333
2002.09.12,0.514715,0.42672,0.22879,0.61602,0.1183025,0.5
1972.05.18,0.6010275,0.40867,0.422235,0.558895,0.3470025,0.5
1966.08.08,0.323695,0.617795,0.60896,0.617885,0.528335,0.625
1996.10.22,0.18862,0.1405525,0.12175,0.298235,0.139015,0.729166667
1986.02.11,0.5415275,0.633495,0.5076475,0.67782,0.45722,0.791666667
1951.10.06,0.4860825,0.505835,0.40255,0.62462,0.2535325,0.541666667
1997.03.02,0.49713,0.476115,0.48328,0.572085,0.4830575,0.520833333
2003.05.14,0.3593075,0.381025,0.3489425,0.4512875,0.20326,0.479166667
1962.04.18,0.45,0.467,0.483,0.5355,0.487,0.5
1995.07.04,0.417695,0.3393775,0.3207625,0.562985,0.237825,0.729166667
1987.07.20,0.445845,0.348135,0.453975,0.666605,0.38918,0.583333333
1966.09.14,0.459125,0.377505,0.4781475,0.4933,0.4728175,0.5625
1968.02.21,0.518015,0.51694,0.57939,0.6995,0.6228875,0.541666667
1967.12.15,0.525525,0.433755,0.3927625,0.55031,0.4420375,0.625
1963.09.12,0.271175,0.1553625,0.16471,0.44089,0.1715225,0.541666667
1970.04.20,0.488,0.52,0.475,0.526,0.537,0.541666667
1998.10.09,0.393,0.412,0.373,0.46,0.4,0.5625
1966.10.05,0.39646,0.41164,0.3750725,0.520095,0.335175,0.645833333
1964.12.06,0.339,0.1995,0.157,0.558,0.281,0.5625
1968.01.03,0.46362,0.4874,0.38529,0.7204775,0.269515,0.583333333
2004.12.21,0.4387775,0.40434,0.3856725,0.650875,0.5106575,0.458333333
1975.05.21,0.38798,0.28298,0.1392225,0.50837,0.3652,0.645833333
1974.08.02,0.44,0.473,0.555,0.447,0.61,0.5625
1997.04.16,0.476565,0.45082,0.441695,0.54236,0.433065,0.604166667
1997.05.25,0.4090025,0.3453025,0.14689,0.669345,0.34429,0.708333333
1965.10.02,0.408,0.316,0.2985,0.6785,0.298,0.5625
1992.11.09,0.44204,0.38996,0.340425,0.5239675,0.3400575,0.708333333
1996.01.28,0.4705,0.35,0.3985,0.576,0.3885,0.583333333
1998.02.06,0.40566,0.2696875,0.188095,0.46665,0.140965,0.5
1971.09.22,0.3900325,0.373175,0.51651,0.593785,0.37837,0.583333333
1998.04.19,0.39797,0.45102,0.4770375,0.49937,0.4277675,0.604166667
1989.08.14,0.356,0.359,0.3405,0.463,0.3645,0.6875
1963.11.10,0.4927,0.501255,0.506035,0.82208,0.523685,0.395833333
1997.02.15,0.49254,0.43556,0.406525,0.61566,0.468895,0.770833333
1994.11.05,0.41,0.366,0.319,0.4065,0.367,0.541666667
1969.04.23,0.579745,0.61039,0.56646,0.6781175,0.5618,0.5
1946.12.31,0.4602725,0.4162725,0.32979,0.189595,,0.729166667
1971.06.29,0.36767,0.367895,0.3511725,0.414705,0.36155,0.625
1991.10.28,0.63688,0.665785,0.7281775,0.7220825,0.672645,0.583333333
1998.04.16,0.44859,0.39095,0.3535225,0.4297,0.357635,0.5
1999.08.27,0.43704,0.3604275,0.45178,0.7389775,0.38726,0.583333333
1998.03.03,0.44,0.41,0.4285,0.592,0.459,0.708333333
1995.12.04,0.114715,0.07763,0.064195,0.377455,0.202225,0.958333333
1993.06.09,0.39791,0.3043125,0.2252325,0.451625,0.203955,0.666666667
2004.05.18,0.646,0.57,0.537,0.6465,0.597,
1992.04.21,0.333405,0.13666,0.08505,0.519995,0.1396625,0.666666667
1994.03.11,0.462505,0.451255,0.479945,0.5079375,0.523255,0.541666667
1994.04.01,0.5182975,0.380255,0.352885,0.61558,0.383075,0.6875
2000.03.23,0.3485,0.2235,0.208,0.497,0.187,0.604166667
1998.03.09,0.46251,0.456175,0.48521,0.56532,0.4583625,0.604166667
1992.02.07,0.5734975,0.6298925,0.6583275,0.79803,0.77072,0.5
1967.12.20,0.4516825,0.3958475,0.37345,0.572195,0.410555,0.666666667
1998.09.16,0.42626,0.3193825,0.2739725,0.6007325,0.2628,0.583333333
